origen_aseguradora,id_original,marca,modelo,anio,version_original,transmision,activo
ZURICH,32437,ALFA ROMEO,ALFA ROMEO 159,2012,JTS SPORT SEDAN SELESPEED AA EE CD BA VP 185HP 2.2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,32438,ALFA ROMEO,ALFA ROMEO 159,2012,JTS SPORT PLUS AWD SEDAN Q-TRONIC AA EE CD BA VP 260HP 3.2L 6CIL 4P 5OCUP,AUTO,1
ZURICH,60640,ALFA ROMEO,ALFA ROMEO 159,2012,JTS SPORT SEDAN SELESPEED AA EE CD BA VP 185HP 2.2L 4CIL 4,,1
ZURICH,60641,ALFA ROMEO,ALFA ROMEO 159,2012,JTS SPORT PLUS AWD SEDAN Q-TRONIC AA EE CD BA VP 260HP 3.2,AUTO,1
ZURICH,32430,ALFA ROMEO,ALFA ROMEO 166,2002,SEDAN AUT VP 218HP 3L 6CIL 4P 5OCUP,AUTO,1
ZURICH,32431,ALFA ROMEO,ALFA ROMEO 166,2002,TUR SEDAN STD VP 205HP 2L 6CIL 4P 5OCUP,MANUAL,1
ZURICH,32432,ALFA ROMEO,ALFA ROMEO 166,2003,SEDAN AUT VP 218HP 3L 6CIL 4P 5OCUP,AUTO,1
ZURICH,32433,ALFA ROMEO,ALFA ROMEO 166,2003,SEDAN STD 205HP 2L 4CIL 4P 5OCUP,MANUAL,1
ZURICH,32442,ALFA ROMEO,BRERA,2007,4X4 COUPE STD 260HP 3.2L 6CIL 2P 4OCUP,MANUAL,1
ZURICH,32443,ALFA ROMEO,BRERA,2008,4X4 COUPE STD 260HP 3.2L 6CIL 2P 4OCUP,MANUAL,1
ZURICH,32469,ALFA ROMEO,GIULIA,2017,QUADRIFOGLIO VERDE SEDAN STD AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,MANUAL,1
ZURICH,32470,ALFA ROMEO,GIULIA,2017,TI SEDAN STD AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,MANUAL,1
ZURICH,60652,ALFA ROMEO,GIULIA,2017,QUADRIFOGLIO VERDE SEDAN STD AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P,MANUAL,1
ZURICH,32471,ALFA ROMEO,GIULIA,2018,TI SEDAN STD AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,MANUAL,1
ZURICH,55541,ALFA ROMEO,GIULIA,2018,QUADRIFOGLIO VERDE SEDAN STD AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,MANUAL,1
ZURICH,60653,ALFA ROMEO,GIULIA,2018,QUADRIFOGLIO VERDE SEDAN STD AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P,MANUAL,1
ZURICH,55542,ALFA ROMEO,GIULIA,2019,SPORT SEDAN AUT AA EE CD BA VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,60655,ALFA ROMEO,GIULIA,2020,TI SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,60656,ALFA ROMEO,GIULIA,2020,QUADRIFOGLIO VERDE SEDAN AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P,AUTO,1
ZURICH,59616,ALFA ROMEO,GIULIA,2020,TI SEDAN AUT AA EE CD BA QC VP 280HP ABS 2.0L 4CIL 4P 5OCUP,AUTO,1
ZURICH,59617,ALFA ROMEO,GIULIA,2020,QUADRIFOGLIO VERDE SEDAN AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,AUTO,1
ZURICH,68328,ALFA ROMEO,GIULIA,2021,TI SEDAN AUT AA EE CD BA QC VP 280HP ABS 2.0L 4CIL 4P 5OCUP,AUTO,1
ZURICH,68329,ALFA ROMEO,GIULIA,2021,QUADRIFOGLIO VERDE SEDAN AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,AUTO,1
ZURICH,68330,ALFA ROMEO,GIULIA,2022,QUADRIFOGLIO VERDE SEDAN AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,AUTO,1
ZURICH,68331,ALFA ROMEO,GIULIA,2022,VELOCE SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,69745,ALFA ROMEO,GIULIA,2023,QUADRIFOGLIO VERDE SEDAN AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,AUTO,1
ZURICH,69746,ALFA ROMEO,GIULIA,2023,VELOCE SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,69747,ALFA ROMEO,GIULIA,2023,ESTREMA SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,MANUAL,1
ZURICH,70568,ALFA ROMEO,GIULIA,2024,SPRINT SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,70569,ALFA ROMEO,GIULIA,2024,COMPETIZIONE SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,70570,ALFA ROMEO,GIULIA,2024,QUADRIFOGLIO VERDE SEDAN AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 4P 5OCUP,AUTO,1
ZURICH,70571,ALFA ROMEO,GIULIA,2024,VELOCE SEDAN AUT AA EE CD BA QC VP 280HP ABS 2L 4CIL 4P 5OCUP,AUTO,1
ZURICH,32459,ALFA ROMEO,GIULIETTA,2012,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE AM BA QC VP 230HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60642,ALFA ROMEO,GIULIETTA,2012,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE CD BA QC VP 23,AUTO,1
ZURICH,32460,ALFA ROMEO,GIULIETTA,2013,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE AM BA QC VP 230HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60644,ALFA ROMEO,GIULIETTA,2013,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE CD BA QC VP 23,AUTO,1
ZURICH,32461,ALFA ROMEO,GIULIETTA,2014,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE AM BA QC VP 230HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60647,ALFA ROMEO,GIULIETTA,2014,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE CD BA QC VP 23,AUTO,1
ZURICH,32462,ALFA ROMEO,GIULIETTA,2015,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE AM BA QC VP 230HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60649,ALFA ROMEO,GIULIETTA,2015,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE CD BA QC VP 23,AUTO,1
ZURICH,32463,ALFA ROMEO,GIULIETTA,2016,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE AM BA QC VP 230HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60650,ALFA ROMEO,GIULIETTA,2016,QUADRIFOGLIO VERDE RA FX TUR USB BT HB AUT AA EE CD BA QC VP 23,AUTO,1
ZURICH,32464,ALFA ROMEO,GIULIETTA,2017,VELOCE HB AUT AA EE CD BA QC VP 237HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32465,ALFA ROMEO,GIULIETTA,2018,VELOCE HB AUT AA EE CD BA QC VP 237HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55539,ALFA ROMEO,GIULIETTA,2019,VELOCE HB AUT AA EE CD BA QC VP 237HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55540,ALFA ROMEO,GIULIETTA,2020,VELOCE HB AUT AA EE CD BA QC VP 237HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,59615,ALFA ROMEO,GIULIETTA,2021,VELOCE HB AUT AA EE CD BA QC VP 237HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,67694,ALFA ROMEO,GIULIETTA,2021,VELOCE 110 EDIZIONE DCT HB AUT AA EE CD BA QC VP 237HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32439,ALFA ROMEO,GT,2007,COUPE SELESPEED 165HP 2L 4CIL 2P 5OCUP,AUTO,1
ZURICH,32440,ALFA ROMEO,GT,2007,4X4 COUPE STD 260HP 3.2L 6CIL 2P 5OCUP,MANUAL,1
ZURICH,32441,ALFA ROMEO,GT,2008,COUPE SELESPEED 165HP 2L 4CIL 2P 5OCUP,AUTO,1
ZURICH,32447,ALFA ROMEO,GTV,2003,COUPE STD 218HP 3L 6CIL 2P 5OCUP,MANUAL,1
ZURICH,32448,ALFA ROMEO,MITO,2012,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60643,ALFA ROMEO,MITO,2012,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L,MANUAL,1
ZURICH,32449,ALFA ROMEO,MITO,2013,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32450,ALFA ROMEO,MITO,2013,QUADRIFOGLIO VERDE RA FX TUR GAMUZA HB STD AA EE AM BA QC 168HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60645,ALFA ROMEO,MITO,2013,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L,MANUAL,1
ZURICH,60646,ALFA ROMEO,MITO,2013,QUADRIFOGLIO VERDE RA FX TUR GAMUZA HB STD AA EE CD BA QC 168HP ABS,MANUAL,1
ZURICH,32451,ALFA ROMEO,MITO,2015,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32452,ALFA ROMEO,MITO,2015,PROGRESSION LUXURY HB STD AA EE CD BA 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60648,ALFA ROMEO,MITO,2015,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L,MANUAL,1
ZURICH,32453,ALFA ROMEO,MITO,2016,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32454,ALFA ROMEO,MITO,2016,PROGRESSION LUXURY HB STD AA EE CD BA 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60651,ALFA ROMEO,MITO,2016,QUADRIFOGLIO VERDE RA FX TUR HB STD AA EE CD BA QC VP 170HP ABS 1.4L,MANUAL,1
ZURICH,32455,ALFA ROMEO,MITO,2017,PROGRESSION LUXURY HB STD AA EE CD BA 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32456,ALFA ROMEO,MITO,2017,VELOCE HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32457,ALFA ROMEO,MITO,2018,PROGRESSION LUXURY HB STD AA EE CD BA 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32458,ALFA ROMEO,MITO,2018,VELOCE HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,55538,ALFA ROMEO,MITO,2019,VELOCE HB STD AA EE CD BA QC VP 170HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32444,ALFA ROMEO,SPIDER,2003,CONV STD 218HP 3L 6CIL 2P 2OCUP,MANUAL,1
ZURICH,32445,ALFA ROMEO,SPIDER,2007,4X4 CONV STD 260HP 3.2L 6CIL 2P 2OCUP,MANUAL,1
ZURICH,32446,ALFA ROMEO,SPIDER,2008,4X4 CONV STD 260HP 3.2L 6CIL 2P 2OCUP,MANUAL,1
ZURICH,55543,ALFA ROMEO,STELVIO,2018,TI SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55544,ALFA ROMEO,STELVIO,2019,TI SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55545,ALFA ROMEO,STELVIO,2019,SPORT SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55546,ALFA ROMEO,STELVIO,2019,SPORT SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60654,ALFA ROMEO,STELVIO,2019,QUADRIFOGLIO 4WD SUV AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 5P 5O,AUTO,1
ZURICH,60657,ALFA ROMEO,STELVIO,2020,QUADRIFOGLIO 4WD SUV AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 5P 5O,AUTO,1
ZURICH,59618,ALFA ROMEO,STELVIO,2020,TI SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,59619,ALFA ROMEO,STELVIO,2020,SPORT SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,68332,ALFA ROMEO,STELVIO,2021,TI SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,68333,ALFA ROMEO,STELVIO,2021,QUADRIFOGLIO 4WD SUV AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 5P 5OCUP,AUTO,1
ZURICH,68334,ALFA ROMEO,STELVIO,2022,VELOCE SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,68335,ALFA ROMEO,STELVIO,2022,QUADRIFOGLIO 4WD SUV AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 5P 5OCUP,AUTO,1
ZURICH,68646,ALFA ROMEO,STELVIO,2022,TI SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,69748,ALFA ROMEO,STELVIO,2023,VELOCE SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,69749,ALFA ROMEO,STELVIO,2023,ESTREMA SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,69750,ALFA ROMEO,STELVIO,2023,QV SUV AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 5P 5OCUP,MANUAL,1
ZURICH,70572,ALFA ROMEO,STELVIO,2024,VELOCE SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,70573,ALFA ROMEO,STELVIO,2024,TI SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,70574,ALFA ROMEO,STELVIO,2024,ESTREMA SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,70575,ALFA ROMEO,STELVIO,2024,QV SUV AUT AA EE CD BA VP 505HP ABS 2.9L 6CIL 5P 5OCUP,MANUAL,1
ZURICH,70576,ALFA ROMEO,STELVIO,2024,COMPETIZION  SUV AUT AA EE CD BA VP 280HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,70577,ALFA ROMEO,TONALE,2023,SPRINT AWD SUV AUT AA EE CD BA VP 268HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70578,ALFA ROMEO,TONALE,2023,TI AWD SUV AUT AA EE CD BA QC VP 268HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70579,ALFA ROMEO,TONALE,2023,SPECIALE AWD SUV AUT AA EE CD BA QC VP 268HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70580,ALFA ROMEO,TONALE,2024,SPRINT AWD SUV AUT AA EE CD BA VP 268HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70581,ALFA ROMEO,TONALE,2024,TI AWD SUV AUT AA EE CD BA QC VP 268HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70582,ALFA ROMEO,TONALE,2024,PHEV EAWD SUV AUT AA EE MP3 USB BA QC VP 285HP ABS 1.3L 4CIL 5P 5OCUP,AUTO,1
ZURICH,72317,ALFA ROMEO,TONALE,2025,TONALE VELOCE PHEV SUV AUT AA EE CD BA QC VP 285HP ABS 1.3L 4CIL 5P 5OCUP,,1
ZURICH,33420,AUDI,A1,2011,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33421,AUDI,A1,2011,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33422,AUDI,A1,2011,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33423,AUDI,A1,2011,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33424,AUDI,A1,2011,ENVY TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33425,AUDI,A1,2011,ENVY TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33426,AUDI,A1,2011,SPORT ONE TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33427,AUDI,A1,2011,SPORT ONE TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33428,AUDI,A1,2012,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33429,AUDI,A1,2012,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33430,AUDI,A1,2012,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33431,AUDI,A1,2012,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33432,AUDI,A1,2012,ENVY TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33433,AUDI,A1,2012,ENVY TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33434,AUDI,A1,2012,SPORT ONE TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33435,AUDI,A1,2012,SPORT ONE TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33436,AUDI,A1,2012,COOL BOSE HB STD QC 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33437,AUDI,A1,2012,COOL BOSE HB S TRONIC QC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33438,AUDI,A1,2012,EGO BOSE HB STD QC 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33439,AUDI,A1,2012,EGO BOSE HB S TRONIC QC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33440,AUDI,A1,2012,ENVY BOSE HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33441,AUDI,A1,2012,ENVY BOSE HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33442,AUDI,A1,2012,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33443,AUDI,A1,2012,SLINE PLUS TUR HB S TRONIC 185HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33444,AUDI,A1,2012,ENVY TUR HB STD VP 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33445,AUDI,A1,2012,ENVY TUR HB S TRONIC VP 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33446,AUDI,A1,2012,UNION SQUARE HB S TRONIC VP 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33447,AUDI,A1,2012,UNION SQUARE HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33448,AUDI,A1,2013,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33449,AUDI,A1,2013,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33450,AUDI,A1,2013,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33451,AUDI,A1,2013,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33452,AUDI,A1,2013,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33453,AUDI,A1,2013,SLINE PLUS TUR HB S TRONIC 185HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33454,AUDI,A1,2013,ENVY TUR HB S TRONIC VP 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33455,AUDI,A1,2013,UNION SQUARE HB S TRONIC VP 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33456,AUDI,A1,2013,SLINE VERSION DE LANZAMIENTO HB S TRONIC 185HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33457,AUDI,A1,2013,S LINE PLUS TFSI VER.LANZ. HB S TRONIC AA EE CD BA QC VP 182HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33458,AUDI,A1,2013,S LINE TFSI HB S TRONIC AA EE AM BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33459,AUDI,A1,2013,S LINE PLUS TFSI HB S TRONIC AA EE CD BA QC VP 182HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33460,AUDI,A1,2013,ENVY TFSI HB S TRONIC AA EE AM BA VP 122HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33461,AUDI,A1,2013,EGO TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33462,AUDI,A1,2013,EGO TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33463,AUDI,A1,2013,COOL TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33464,AUDI,A1,2013,COOL TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,60782,AUDI,A1,2013,S LINE PLUS TFSI VER.LANZ. HB S TRONIC AA EE CD BA QC VP 182HP ABS 1.4,AUTO,1
ZURICH,60783,AUDI,A1,2013,S LINE TFSI HB S TRONIC AA EE CD BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60784,AUDI,A1,2013,S LINE PLUS TFSI HB S TRONIC AA EE CD BA QC VP 182HP ABS 1.4L 4CIL 5P,AUTO,1
ZURICH,60785,AUDI,A1,2013,ENVY TFSI HB S TRONIC AA EE CD BA VP 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33465,AUDI,A1,2014,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33466,AUDI,A1,2014,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33467,AUDI,A1,2014,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33468,AUDI,A1,2014,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33469,AUDI,A1,2014,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33470,AUDI,A1,2014,ENVY TUR HB S TRONIC VP 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33471,AUDI,A1,2014,S LINE TFSI HB S TRONIC AA EE AM BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33472,AUDI,A1,2014,ENVY TFSI HB S TRONIC AA EE AM BA VP 122HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33473,AUDI,A1,2014,EGO TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33474,AUDI,A1,2014,EGO TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33475,AUDI,A1,2014,COOL TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33476,AUDI,A1,2014,COOL TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33477,AUDI,A1,2014,SPORT TFSI HB S TRONIC AA EE CD BA 122HP ABS 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33478,AUDI,A1,2014,SPORT TFSI HB S TRONIC AA EE CD BA 122HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60831,AUDI,A1,2014,ENVY TFSI HB S TRONIC AA EE CD BA VP 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60832,AUDI,A1,2014,S LINE TFSI HB S TRONIC AA EE CD BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33479,AUDI,A1,2015,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33480,AUDI,A1,2015,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33481,AUDI,A1,2015,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33482,AUDI,A1,2015,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33483,AUDI,A1,2015,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33484,AUDI,A1,2015,S LINE TFSI HB S TRONIC AA EE AM BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33485,AUDI,A1,2015,EGO TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33486,AUDI,A1,2015,EGO TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33487,AUDI,A1,2015,COOL TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33488,AUDI,A1,2015,COOL TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33489,AUDI,A1,2015,RED EDITION HB S TRONIC AA EE CD BA 122HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60860,AUDI,A1,2015,S LINE TFSI HB S TRONIC AA EE CD BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
